wallet_address,account_creation_timestamp,wallet_age_days,total_transactions,total_incoming_transactions,total_outgoing_transactions,unique_counterparties,is_contract_creator,average_transaction_value,max_transaction_value,min_transaction_value,median_transaction_value,std_transaction_value,average_time_between_transactions,tx_frequency_per_day,peak_tx_in_24h,contract_interaction_count,first_contract_interaction_timestamp,erc20_token_count,nft_count,token_airdrops_received,tx_burstiness,recurrent_tx_to_same_address,received_from_new_accounts,suspicious_contract_interactions,dust_transactions_count,failed_transaction_count,average_gas_fee_paid,is_burn_address_interactor,is_fake_account
0x9fd2d0bfaf1ffc231896354e4e86c7677c4253cc,2023-07-11 14:49:02.973688,740,60,15,45,47,0,91.02,1421.6475896902305,68.7513468793853,66.57,50.26492759769455,12.33,0.08,8,32,2025-07-12 14:49:02.973688,15,18,8,0.29,10,0.09,4,5,3,0.00769,0,0
0x49f91cd1e583a54acb2fcc61f41a6c4b1b800b35,2021-05-20 04:28:01.973688,1522,44,35,9,17,0,199.92,3417.166139054433,180.733005953332,147.52,88.66990330790087,34.59,0.03,4,32,2022-05-04 04:28:01.973688,4,18,3,0.41,7,0.01,2,9,2,0.00437,0,1
0xf2ed197df1d24e2c17ee535e063523f41bdd46a8,2025-01-06 15:08:55.973688,195,54,39,15,9,0,1163.57,4052.6637714448925,1069.625013328834,851.35,563.4619395344844,3.61,0.28,21,4,2025-04-06 15:08:55.973688,19,0,8,0.44,0,0.06,1,9,2,0.00848,0,0
0xa2e4b593b0a2c5a46dcf02ec6fca9bc07d94f067,2021-10-18 16:26:22.973688,1371,56,23,33,39,0,1850.08,6910.020111200483,1780.5193901587338,1824.53,1201.6013584152713,24.48,0.04,8,13,2022-12-06 16:26:22.973688,0,12,9,0.2,11,0.06,3,3,4,0.00875,0,0
0x3dfaa529e4d6628a37ae219b4320c5fd4c4df750,2022-11-13 23:48:58.973688,979,34,16,18,5,0,641.94,10195.110143922328,602.0313549221942,596.2,195.1215438022209,28.79,0.03,32,6,2023-04-23 23:48:58.973688,28,13,3,0.53,4,0.01,1,9,3,0.00024,0,0
0x9b948be9060ba348362b34ff631a4133037a0cc8,2025-05-16 17:49:33.973688,65,47,21,26,2,0,42.73,5412.680949292613,16.140778593424805,52.58,14.955383380262177,1.38,0.72,35,2,2025-06-06 17:49:33.973688,21,18,9,0.21,22,0.29,4,7,0,0.00593,0,1
0x5bb2d1c4361ffec534ab52f81491a63cd8723ffe,2024-08-20 05:34:19.973688,334,47,14,33,12,0,647.35,2928.226041720936,584.0183164766478,734.98,196.92926985913851,7.11,0.14,13,5,2024-10-20 05:34:19.973688,4,12,1,0.08,12,0.14,0,4,4,0.0053,0,0
0xfa0b979534517e970a07ed9bacafa36f15aa8dd8,2022-05-29 22:21:09.973688,1147,48,40,8,2,0,254.63,5544.364060887353,232.06945884405243,123.83,125.99813669806994,23.9,0.04,5,18,2024-05-22 22:21:09.973688,9,19,9,0.45,20,0.08,2,1,1,0.00086,0,0
0x9912ee2329185374fe64a0dc123a67899aeb9237,2023-04-04 19:05:29.973688,837,51,4,47,24,0,1878.42,5670.634780894794,1800.5083420641095,1883.75,275.38507611358375,16.41,0.06,23,35,2023-08-19 19:05:29.973688,3,17,5,0.36,11,0.05,2,8,2,0.00205,0,1
0xcae389ee0bce9ca6eddaa65a5b6fc19c3c5362ce,2022-02-04 10:29:05.973688,1262,57,1,56,56,0,260.53,5955.063234718195,231.7504593990346,293.94,100.52745363201008,22.14,0.05,10,49,2022-05-24 10:29:05.973688,2,13,0,0.23,24,0.22,0,0,2,0.00561,0,0
0x4849f3de14fa6487d13083d58a4501d27428a2f6,2023-04-16 08:25:43.973688,826,41,16,25,14,0,680.74,6765.516258341499,641.112874808431,530.4,204.39440367512162,20.15,0.05,14,29,2024-04-28 08:25:43.973688,21,4,4,0.14,13,0.04,4,6,2,0.0038,0,1
0x3ba04694ca9e7e46fd0d5044d616f78ab23725b4,2022-09-17 00:07:22.973688,1037,58,7,51,44,0,316.06,9720.8490528177,259.96609201878596,392.19,99.35257814355425,17.88,0.06,44,14,2024-12-13 00:07:22.973688,26,7,9,0.13,18,0.0,0,7,3,0.00144,0,0
0xb2f1bdb5a9460011e24d065ef57a16a4fc601b5c,2023-01-31 01:28:44.973688,901,40,31,9,31,0,611.89,9889.279958309779,597.2826919655192,378.89,311.60089098388625,22.52,0.04,27,5,2024-02-12 01:28:44.973688,23,15,9,0.06,8,0.11,3,2,3,0.0083,0,0
0xa5684269e1dcb6cc33a4e66625774b4d7e5e5c17,2022-05-24 11:19:07.973688,1153,35,9,26,29,0,690.16,10359.93891992937,620.6784033121286,601.93,602.6780809306595,32.94,0.03,34,4,2023-10-23 11:19:07.973688,18,14,9,0.18,11,0.03,1,0,3,0.00573,0,0
0xc418711493dffb00625313484c054a87a213d122,2022-03-01 15:53:37.973688,1237,55,17,38,47,0,377.72,7939.853927917925,361.51359876405616,188.0,244.5790549603922,22.49,0.04,39,54,2022-05-15 15:53:37.973688,13,9,5,0.32,20,0.27,4,6,0,0.00252,0,1
0x2b3187ad10a52f1f8cb07e6dac1b90a8d552781f,2023-01-06 03:16:08.973688,926,33,18,15,27,0,147.61,506.5219612582952,106.50140283078508,135.75,42.67752554675125,28.06,0.04,29,33,2024-04-07 03:16:08.973688,2,14,4,0.55,9,0.1,2,4,3,0.00118,0,0
0xad09b9262dcccf6222a705a54eac12e0ba141ce8,2020-08-22 12:16:09.973688,1793,53,50,3,43,0,574.62,8194.137336859778,512.3800512334096,628.97,535.8808485087573,33.83,0.03,6,35,2023-05-04 12:16:09.973688,1,8,0,0.47,16,0.05,1,3,4,0.00514,0,0
0x1de2f22f823bf5023f26f02f2b1666ce4e926bed,2021-04-05 01:19:24.973688,1567,42,32,10,42,0,649.0,6463.971234034283,556.678366605738,439.61,401.8159253018843,37.31,0.03,4,29,2024-08-24 01:19:24.973688,2,6,5,0.64,11,0.09,3,1,3,0.00279,0,0
0x5d4c6d9b43b8f40bff66d06c7a74769fbf0d1bc7,2022-12-14 01:11:05.973688,949,57,2,55,56,0,418.86,10066.691258222283,359.1964131891715,386.72,60.79372541339191,16.65,0.06,2,31,2023-07-18 01:11:05.973688,14,5,6,0.07,24,0.17,3,4,1,0.00259,0,0
0xe01f97990fd9cb6366b13a7a945c8161062900c8,2022-11-30 00:16:57.973688,963,42,35,7,20,0,892.59,2352.7448223083093,851.3503916015883,800.16,240.57442632199937,22.93,0.04,1,25,2023-06-12 00:16:57.973688,20,7,9,0.06,0,0.07,2,5,0,0.00773,0,0
0x1fe5ad044823de3bc0b94cce56aa122aca85d8d0,2024-07-12 07:46:10.973688,373,42,39,3,24,0,109.27,5118.897726041504,79.00501168715505,104.28,33.58990400771517,8.88,0.11,9,20,2025-02-10 07:46:10.973688,5,6,6,0.56,16,0.06,0,1,2,0.00441,0,0
0xb383c576b6572a61442bbefcff90dca0024714bd,2023-06-09 23:11:20.973688,771,51,9,42,41,0,78.91,2171.517794599782,70.53275158949862,79.29,69.7925189240055,15.12,0.07,34,1,2024-10-20 23:11:20.973688,4,14,1,0.09,10,0.07,2,8,4,0.00999,0,1
0x6a7c7e52fb895f125ce2b83724b5aa1b5adcf120,2022-12-27 15:01:44.973688,936,60,22,38,52,0,1382.18,9801.193539968093,1335.5563814726097,1401.28,216.48102593081066,15.6,0.06,4,28,2023-08-02 15:01:44.973688,4,9,0,0.3,8,0.07,2,9,3,0.00371,0,1
0x2580fb1c0559c3f52f07cb8c5697b61c206b5c4e,2024-09-15 12:00:02.973688,308,57,51,6,9,0,380.87,6979.914351577627,284.14309208088474,503.28,359.1062607659313,5.4,0.19,25,2,2025-03-14 12:00:02.973688,2,17,6,0.39,24,0.15,2,1,0,0.00523,0,0
0x40b41cc38f1e682291835bc3a3b788244004fc59,2024-03-12 05:23:08.973688,495,49,24,25,18,0,0.43,9122.936888462098,0.01,0.35,1.0,10.1,0.1,4,23,2025-04-21 05:23:08.973688,6,15,2,0.41,18,0.04,4,7,1,0.00818,0,1
0xb0a73e3187ba3e95baea3d2b1c44076d3f7e125d,2021-01-17 17:02:01.973688,1645,38,37,1,13,0,1568.56,2693.277990278969,1511.084695586666,269.79,1535.4754728450307,43.29,0.02,35,31,2021-11-07 17:02:01.973688,15,3,2,0.38,0,0.2,2,4,3,0.00935,0,0
0x187d891a03037bdc762b0007672d2082665ede07,2024-07-04 22:32:04.973688,380,54,20,34,39,0,1895.45,11352.772551724978,1798.3797442652435,3087.6,1322.7882161680232,7.04,0.14,6,9,2024-10-10 22:32:04.973688,2,15,5,0.39,9,0.1,1,6,2,0.00834,0,0
0x64850113b0919b66eb9dcee5e486fb11229098ca,2023-08-30 16:47:52.973688,690,45,11,34,44,0,300.51,7623.7696772254685,208.81242796692715,315.05,251.6481199254503,15.33,0.07,28,28,2024-03-13 16:47:52.973688,9,11,9,0.07,19,0.04,1,4,4,0.0037,0,0
0x116b5790a7f90bdb582d69a16e299ab3fe7d5732,2021-09-16 19:42:43.973688,1402,55,23,32,52,0,323.87,4717.673676086592,227.64118550649502,348.95,39.98165741956889,25.49,0.04,15,40,2024-08-11 19:42:43.973688,13,6,5,0.28,23,0.1,4,8,4,0.00494,0,1
0x3b6d1752bb49139bd5b2f52385d2d806f9d44a59,2023-04-24 19:12:02.973688,817,52,24,28,50,0,609.41,10416.126221646986,525.3774636273748,607.13,447.7529301616202,15.71,0.06,39,3,2024-10-27 19:12:02.973688,22,0,7,0.21,7,0.13,0,2,1,0.00765,0,0
0xaab3f1304c4b83c79954404eb79293bbca072e28,2023-03-30 12:35:42.973688,843,62,9,53,17,0,935.17,3652.505540050103,915.3680496381847,1263.99,869.256587703986,13.6,0.07,11,52,2023-06-18 12:35:42.973688,8,5,0,0.36,27,0.04,3,0,3,0.00863,0,0
0x9f90954610e26ff23c7ee513a5d512e9a1e0d591,2024-01-17 23:13:05.973688,549,43,33,10,13,0,55.35,5381.866768678669,13.186325033372029,49.02,44.303574111301785,12.77,0.08,9,8,2025-02-01 23:13:05.973688,0,12,3,0.75,10,0.14,3,4,2,0.00822,0,0
0x169d8da833dd25160edf19cfc8e1777868d34519,2025-03-04 10:51:23.973688,138,48,25,23,30,0,211.49,332.49543402827237,126.87447007621908,139.01,126.2116860664349,2.88,0.35,11,33,2025-04-04 10:51:23.973688,16,10,8,0.55,2,0.0,2,9,2,0.00733,0,1
0xc91966d3bac96ea5227513d85cd1c1f6d46bd58e,2023-05-08 20:26:10.973688,803,47,10,37,37,1,55.15,4657.644666179471,41.278846793851685,77.63,37.60186504940822,17.09,0.06,22,38,2023-08-14 20:26:10.973688,18,0,3,0.19,9,0.17,1,0,3,0.00764,0,0
0x3d3d154bcc6dce8fcbbc103b467d704ca7e89da8,2023-06-26 05:08:09.973688,755,59,5,54,25,0,1071.84,1506.104622210938,992.9732319119865,1029.76,155.30241527507374,12.8,0.08,20,56,2024-05-14 05:08:09.973688,3,17,8,0.61,2,0.02,2,2,3,0.00371,0,0
0x22eca8caaa4dcf140d188a9ace9b6ff1ce64c4ad,2024-03-22 04:36:03.973688,485,47,5,42,10,0,579.76,7931.369011074399,491.17822897817996,703.65,436.14471711146234,10.32,0.1,33,46,2025-05-23 04:36:03.973688,10,14,2,0.33,12,0.11,2,0,0,0.00878,0,0
0x6ea86422b1cfdc28cad05439ef994757b6e0f749,2023-10-12 01:56:17.973688,647,47,39,8,47,0,284.36,3450.4287379354682,275.06603250451707,309.16,240.0813918473861,13.77,0.07,29,34,2024-10-13 01:56:17.973688,17,9,1,0.05,0,0.02,1,9,0,0.00482,0,0
0x3a237731603c2178ede64305e45830cba943eb3e,2024-12-21 10:21:40.973688,211,47,38,9,38,0,260.27,6421.274829194488,194.21629207496974,216.33,145.46841532846733,4.49,0.22,4,47,2025-07-03 10:21:40.973688,20,16,4,0.22,20,0.07,0,4,1,0.00506,0,0
0x44e1572e64424f456d42edf8ecb836f7569fa882,2024-06-14 04:01:59.973688,401,45,19,26,24,0,282.11,9768.70740948749,274.0334971148621,470.21,252.7237137624228,8.91,0.11,40,34,2024-11-08 04:01:59.973688,20,5,3,0.27,17,0.1,3,3,0,0.00816,0,0
0xb7211c31b917eca2f6f7b31bec6e797f4023b55c,2024-05-26 18:14:21.973688,419,45,31,14,7,0,1312.55,10430.45262701052,1308.5651375829405,1434.51,728.8212940156061,9.31,0.11,19,24,2024-09-22 18:14:21.973688,24,13,1,0.37,16,0.05,3,6,4,0.00033,0,1
0x925f68e2555ffcd437b7bc11906e596a51969072,2024-06-30 22:02:49.973688,384,64,12,52,56,0,1958.88,7278.455102201972,1868.1880879748212,1706.27,1845.7169374758066,6.0,0.17,16,48,2025-02-02 22:02:49.973688,18,6,4,0.27,30,0.13,4,0,2,0.00244,0,0
0x32903251019a373314314613432a5906d73f7d1a,2021-06-18 10:41:17.973688,1493,53,45,8,42,1,596.76,10073.696646803108,533.897140197853,586.06,65.9643122676788,28.17,0.04,2,30,2024-03-20 10:41:17.973688,13,17,6,0.17,17,0.05,3,2,0,0.00049,0,0
0xd2a3eeb69bf794a3f29f5b965c6b011e362ea7cd,2023-12-17 12:29:26.973688,581,46,9,37,26,0,1417.24,7718.879664723856,1385.4454860807798,1308.44,961.487379837924,12.63,0.08,11,24,2024-09-25 12:29:26.973688,3,14,8,0.25,12,0.26,4,8,1,0.00709,0,1
0x04da5fb663c94352ceaf8bfd676e3e631fb313ba,2022-05-17 02:35:28.973688,1160,44,13,31,33,0,414.89,3476.824558409347,371.3971518569509,402.09,66.1218538962049,26.36,0.04,44,20,2023-07-02 02:35:28.973688,13,13,3,0.38,1,0.05,4,9,0,0.00957,0,1
0x69eb61b00753b3d9b25d48d554f524b3a45d7614,2024-05-08 01:05:03.973688,438,52,20,32,22,1,426.46,8248.693764742511,386.9069639480076,174.95,236.75854081324286,8.42,0.12,23,41,2024-11-21 01:05:03.973688,24,17,7,0.6,11,0.03,4,2,1,0.00816,0,0
0x8fc3744e602280eec28099057197c3b460450347,2021-04-13 15:39:25.973688,1559,51,45,6,34,0,23.8,5970.0164543766305,0.01,54.21,21.421216546719208,30.57,0.03,31,44,2022-08-23 15:39:25.973688,10,18,5,0.4,25,0.06,0,3,1,0.00512,0,0
0x9f013859222afef2e9e98ad6e06586bd19a30ef4,2020-09-21 05:10:04.973688,1763,44,36,8,28,0,508.36,6880.793993895819,507.8795476267306,626.32,253.7808460727488,40.07,0.02,33,17,2021-12-14 05:10:04.973688,8,19,8,0.49,14,0.08,0,7,3,0.00665,0,0
0x4cf0453b74d9dae71b7877dda1a21592018fb245,2021-01-17 18:46:51.973688,1644,37,14,23,35,0,13.64,5735.244210918123,0.01,13.43,1.6506867893909214,44.43,0.02,18,19,2021-01-20 18:46:51.973688,20,19,8,0.23,10,0.02,1,6,1,0.00283,0,0
0xafcffb7796cc520cd764434d2ba7af52f3b43f1f,2023-08-02 01:26:22.973688,718,49,14,35,5,0,551.94,9456.328859102072,511.6792209275027,210.99,469.5902484416923,14.65,0.07,18,5,2024-02-09 01:26:22.973688,8,1,1,0.75,23,0.04,3,8,1,0.00925,0,1
0xc5274a40b54e2ccb9c6093dab89805c1127c88c4,2023-05-07 22:56:08.973688,804,37,24,13,13,0,198.21,9449.728806616056,185.47631858749318,168.99,111.4926480488528,21.73,0.05,35,30,2023-09-12 22:56:08.973688,28,5,7,0.58,5,0.12,0,1,3,0.00556,0,0
0x1551b8c20aa71734f613cf287092d2b9b24af0a1,2022-12-03 15:15:54.973688,960,44,0,44,31,0,444.6,3783.062431429747,391.15794350284926,473.15,161.17913533030105,21.82,0.05,20,14,2023-07-04 15:15:54.973688,9,15,9,0.31,5,0.1,1,9,4,0.00888,0,0
0xf470bed4a79a00a2befc9b25968615bc80d89053,2023-07-11 19:24:47.973688,739,48,39,9,19,0,566.53,5879.15590577951,552.6003992709221,739.65,196.52107428397,15.4,0.06,48,32,2025-04-16 19:24:47.973688,18,4,5,0.23,7,0.07,0,6,1,0.00412,0,0
0x0eac9df9c93705e08ff48feb00fab08105f0d15b,2022-09-02 16:45:38.973688,1052,45,18,27,26,0,1115.77,9691.681173877463,1020.0977812090425,1041.71,706.0762963106308,23.38,0.04,15,0,,0,10,4,0.26,18,0.05,3,4,0,0.00989,0,0
0x833afdcac7989c2787dbc61b2de80b49518b7bf5,2023-12-25 13:27:30.973688,573,50,32,18,25,0,1573.19,10171.368850416173,1554.5135237937147,2002.27,1398.0166876125663,11.46,0.09,32,10,2024-04-10 13:27:30.973688,10,15,7,0.45,12,0.01,2,4,4,0.0044,0,0
0x7216cc3832a2b3edcb51a319999a030629f72eec,2024-11-28 03:44:55.973688,234,48,41,7,46,0,85.94,6962.660473184267,15.747859367884942,100.76,75.54593642123122,4.88,0.21,18,2,2025-02-22 03:44:55.973688,26,11,1,0.37,12,0.07,4,7,4,0.00761,0,1
0xdbb19c789096fede0ccd96f06c882506b287ec21,2023-03-17 00:18:49.973688,856,58,50,8,21,0,381.98,3348.6943998720226,297.28837933710395,403.49,258.0938228997231,14.76,0.07,4,23,2024-07-25 00:18:49.973688,20,2,2,0.21,20,0.11,4,3,0,0.00089,0,0
0x7d0ae4cd2e12e5e153e839a94ac2567442700e68,2022-07-14 18:00:32.973688,1101,44,30,14,4,0,19.91,6822.862795562889,0.9583993694894097,4.97,16.795728145136497,25.02,0.04,41,2,2025-01-14 18:00:32.973688,11,7,0,0.13,10,0.01,1,0,3,0.00335,0,0
0x02572ec071957c85cce498ce10132d32bbee9fbf,2021-02-23 10:15:38.973688,1608,42,36,6,18,0,257.99,897.9810010488086,180.5566289527357,252.56,241.06217030791953,38.29,0.03,29,24,2021-09-30 10:15:38.973688,9,18,2,0.15,0,0.08,0,1,3,0.00394,0,0
0x36e71073344f48be8a0adbfabe87a227eaf20c10,2023-06-15 07:35:09.973688,766,50,44,6,31,0,230.58,6060.112468039384,162.2441619086758,215.26,132.68677161792024,15.32,0.07,42,46,2025-07-01 07:35:09.973688,10,16,4,0.25,23,0.03,0,7,2,0.0048,0,0
0x713014abb98cd416945b66d0b6b1e2bf0dd9370f,2021-09-07 13:25:00.973688,1412,46,17,29,16,0,431.03,3511.4787032851664,395.17450610357906,451.58,110.2948359248344,30.7,0.03,42,3,2022-05-10 13:25:00.973688,12,9,0,0.24,5,0.02,2,9,3,0.00139,0,1
0x60866c0aa0587f34b6e940d79593004739ef7581,2022-02-15 17:30:49.973688,1251,46,32,14,28,0,773.34,10428.287953776557,677.3445557223496,452.66,348.4079172870195,27.2,0.04,25,32,2022-09-15 17:30:49.973688,16,15,1,0.43,9,0.0,3,2,0,0.00879,0,0
0x94c2e596194be43bef79f2d78746a607ea5fc982,2024-10-03 18:42:26.973688,289,39,33,6,33,1,979.44,6034.271737731358,977.7792369919488,1063.35,380.5866572290685,7.41,0.13,9,1,2025-02-04 18:42:26.973688,5,12,0,0.7,5,0.11,3,3,3,0.00285,0,0
0xf8b8541430b29eaa89ca3bcbc7a5644a30f87ab7,2023-11-23 20:04:11.973688,604,49,13,36,21,0,260.56,5642.1005250824965,192.01059501327703,291.49,239.8558833359854,12.33,0.08,29,0,,10,6,7,0.24,20,0.01,4,2,0,0.00573,0,0
0xf7351b0fad905b700510e25a99f5f989d7547a2e,2023-01-07 15:24:32.973688,925,57,14,43,41,0,467.9,9433.993056286869,397.0133934137997,480.75,377.520171386495,16.23,0.06,49,16,2024-08-14 15:24:32.973688,5,13,0,0.49,16,0.32,1,9,3,0.00271,0,0
0x91f32cf936b04fbbcf3a617360b72c3608858ee8,2021-11-14 21:23:20.973688,1343,55,22,33,54,0,879.08,7262.468858653364,798.6211368272187,1408.28,787.0196820427888,24.42,0.04,35,54,2024-12-31 21:23:20.973688,23,19,8,0.32,2,0.0,1,9,4,0.002,0,0
0x089805b680ae6d0bd917bedee21df163d89a001f,2024-06-10 18:41:09.973688,404,46,28,18,14,0,769.64,10523.363920950795,686.4259141830081,608.0,739.5894755745176,8.78,0.11,35,42,2024-11-05 18:41:09.973688,17,3,2,0.73,9,0.09,2,8,4,0.00696,0,1
0xa3c3a416c9839a6223a79b2c07b467aec79ec549,2022-09-14 06:08:17.973688,1040,36,26,10,13,0,498.18,9195.894001685723,409.0260872001379,487.98,92.41735808661322,28.89,0.03,27,35,2023-05-12 06:08:17.973688,17,2,7,0.28,11,0.04,3,5,1,0.00451,0,0
0x230821d665f053473fc89bb0d76fb14442f8b8cb,2021-01-05 12:22:00.973688,1657,51,27,24,1,0,963.61,8891.217648798807,953.0897537540654,1152.38,441.7881004316048,32.49,0.03,40,14,2021-01-26 12:22:00.973688,13,8,0,0.13,22,0.05,2,8,1,0.00252,0,1
0xe0452227c51eb3415cb0c0957863eb4438908a50,2024-04-21 16:20:20.973688,455,55,43,12,31,0,177.91,7390.177556696436,131.47582116259204,180.24,49.02701655917535,8.27,0.12,18,43,2024-11-20 16:20:20.973688,19,0,1,0.71,0,0.05,3,1,1,0.00108,1,0
0xee4f14ac43881c6c15f551f19ca5127403980a47,2021-09-20 21:48:37.973688,1398,45,12,33,42,0,133.21,8206.519447044777,63.17165086824794,90.97,52.5957735565215,31.07,0.03,4,31,2023-06-08 21:48:37.973688,29,18,2,0.32,17,0.06,3,6,3,0.0041,0,1
0xa2b5875a8082934cbdc4f68c32866f9d1bb145a6,2021-11-22 09:21:35.973688,1336,57,32,25,49,0,254.86,1946.4238601945922,206.47520011140836,359.66,174.99595323135995,23.44,0.04,37,15,2024-07-25 09:21:35.973688,25,6,5,0.35,21,0.08,2,3,0,0.00066,0,0
0x0c074d80ac64eed6f410459d350c279515634da9,2020-12-15 15:28:09.973688,1678,62,17,45,58,0,122.26,6136.202149117914,82.51954898275862,118.54,108.10936129908029,27.06,0.04,13,45,2023-03-12 15:28:09.973688,11,19,0,0.4,18,0.08,3,5,0,0.00585,0,0
0x38b2ed96a1c8f1aadf23892aceaa983f6eb532fd,2024-07-29 14:21:44.973688,356,47,4,43,36,0,457.11,7207.260261524329,394.6616569719432,461.71,357.6157982197481,7.57,0.13,41,18,2024-09-22 14:21:44.973688,18,13,3,0.4,2,0.05,2,8,2,0.00638,0,1
0xc1b206d33001360c2af6ee2a543dba716db827b9,2020-09-27 20:58:18.973688,1756,52,3,49,17,0,1192.74,3243.5029847327714,1113.4260402717364,1663.63,1163.2780297341883,33.77,0.03,20,49,2024-04-20 20:58:18.973688,17,15,4,0.07,3,0.32,3,4,0,0.0089,0,0
0xdff344e2494baf6a13f9af12cc08881d91bcdd46,2022-12-03 22:25:46.973688,959,51,13,38,33,0,353.89,8008.38857203068,282.14083585570364,335.29,195.67789271555884,18.8,0.05,39,50,2024-09-26 22:25:46.973688,26,4,7,0.23,18,0.02,3,1,3,0.00858,0,0
0x5c9b0e5866be41f87c64c2c6564f3ab971c2ef82,2022-08-04 16:06:07.973688,1081,53,15,38,10,0,550.88,9415.751494141121,494.8484198543302,639.4,175.52191556633952,20.4,0.05,45,4,2024-08-12 16:06:07.973688,24,7,1,0.47,4,0.03,0,7,2,0.00028,0,0
0x8493f1ea62a35a4cb523b612f6cb6ae3ae75b895,2024-02-01 10:02:01.973688,535,61,43,18,19,0,1216.6,8468.224441264605,1121.86385287145,1560.04,600.7782522870685,8.77,0.11,37,40,2024-03-30 10:02:01.973688,4,9,5,0.47,28,0.25,2,2,1,0.00926,0,0
0x5507578bc0f99acde20aa71a32d48de76ff75d32,2020-08-30 20:59:41.973688,1784,52,32,20,7,0,153.21,7475.706498865294,129.48564787135547,156.22,100.15726660266422,34.31,0.03,48,16,2021-07-27 20:59:41.973688,17,18,9,0.03,11,0.18,4,6,4,0.00555,0,1
